,initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income,new_accumulated_capital
46920,40,340,1,4,1,39624.76087882772,0.28,35935.2,40882.49287882772
46921,61,324,2,1,3,-41664.311898831285,0.03,88388.98,-41664.311898831285
46922,56,285,1,4,1,-140670.47300645572,0.14,20392.1,-140542.00277645572
46923,35,377,1,1,1,54562.36747860444,0.15,21926.22,55055.707428604444
46924,45,433,1,4,1,21749.61647209725,0.31,122189.13,22810.218120497248
46925,38,390,3,4,5,-159094.7532802537,0.27,66116.03,-157434.5797669537
46926,48,390,2,4,3,52702.3302941841,0.06,126549.11,52702.3302941841
46927,39,412,2,4,3,78844.55208921117,0.21,189264.03,78844.55208921117
46928,63,386,1,1,1,-201106.84415581945,0.27,59135.73,-200979.11097901946
46929,55,347,1,1,1,26026.68811414778,0.19,97007.88,26174.14009174778
46930,62,405,2,4,5,269723.54013249255,0.25,95308.03,269723.54013249255
46931,44,325,3,4,4,115527.6410680939,0.27,38312.34,115527.6410680939
46932,60,615,1,1,1,312764.3495405286,0.28,20735.57,312909.4985305286
46933,35,258,1,1,1,-31682.06085568713,0.3,31489.45,-30265.035605687128
46934,45,422,1,1,1,206326.03376663092,0.32,50334.13,207856.1913186309
46935,55,393,2,2,3,39136.633674582175,0.08,77562.41,39161.453645782174
46936,46,393,3,4,5,172715.10976616575,0.21,46586.18,173546.67307916575
46937,37,329,1,1,1,90797.97113897586,0.21,5397.31,90956.65205297586
46938,37,463,2,4,5,-103075.6318923478,0.28,80708.87,-101335.5486551478
46939,52,311,3,1,5,231.67811257236767,0.04,40073.64,324.6489573723677
46940,38,354,3,4,5,-139724.11083512817,0.02,93926.15,-139624.54911612818
46941,39,354,2,4,5,5047.655273138076,0.3,76097.35,6691.358033138076
46942,50,354,2,4,5,-83285.06949882268,0.29,47683.37,-82400.06615162267
46943,47,354,3,4,5,-38976.81395381447,0.2,22002.37,-38580.77129381447
46944,48,298,1,4,1,-24250.29485385184,0.16,90087.51,-23616.078783451838
46945,54,327,3,4,4,14288.808265468972,0.02,55757.76,14288.808265468972
46946,46,248,1,1,1,77841.08321090364,0.32,178685.46,77841.08321090364
46947,43,351,1,4,1,-76805.07830748399,0.13,11809.32,-76636.20503148399
46948,52,327,3,4,5,-135656.33031185734,0.3,18972.84,-135286.35993185733
46949,63,382,1,4,1,607.5873772864186,0.04,58835.79,626.4148300864185
46950,41,628,1,4,1,347881.158574242,0.08,52597.95,348360.85187824204
46951,57,331,1,4,1,-101976.76850752486,0.12,92809.81,-101932.21979872487
46952,57,1140,3,2,3,-171073.07252265044,0.14,131499.17,-171073.07252265044
46953,42,350,1,1,1,34938.695364427265,0.18,28578.54,35530.271142427264
46954,63,296,1,1,1,-146770.9740033899,0.03,39352.22,-146759.1683373899
46955,37,350,1,4,1,20432.252630099505,0.31,64334.79,23005.000882199503
46956,62,331,1,4,1,37710.00953646162,0.14,54724.83,37801.94725086162
46957,48,386,1,1,1,652476.6811260778,0.07,66404.5,652816.0081210778
46958,42,562,2,1,3,43578.54134785613,0.18,10379.58,43793.39865385613
46959,42,562,3,1,3,23185.90053924004,0.27,65539.68,24548.47048644004
46960,60,329,1,4,1,52079.38958664707,0.02,24672.75,52091.72596164707
46961,54,570,1,1,1,-24167.80732812361,0.23,23753.94,-23867.31998712361
46962,58,570,2,1,3,-79612.52742543798,0.1,37770.06,-79499.21724543798
46963,54,570,3,1,3,-149071.68178118233,0.21,74027.31,-148885.13295998232
46964,57,329,1,4,1,-272433.32346947445,0.22,101009.9,-272433.32346947445
46965,45,301,1,4,1,-381570.2610747596,0.03,201332.98,-381570.2610747596
46966,49,324,1,4,1,141808.7096553511,0.24,167485.64,141808.7096553511
46967,59,313,2,4,3,232846.8769108696,0.3,40452.31,233138.13354286962
46968,46,326,1,4,1,143199.6455813441,0.32,114973.24,144229.80581174413
46969,48,324,1,4,1,-73405.53903551129,0.2,69317.18,-72407.37164351129
46970,41,251,3,4,4,-29386.48554132121,0.23,41730.53,-29386.48554132121
46971,41,566,2,4,5,46323.93922216472,0.33,123553.06,46976.29937896472
46972,53,533,3,4,5,-19830.757182517245,0.26,60788.07,-19325.000440117245
46973,48,245,2,3,4,200175.90293463587,0.09,10919.62,200175.90293463587
46974,48,402,2,3,5,-72169.53369732115,0.29,91172.7,-71746.49236932115
46975,50,358,1,4,1,103648.29746223972,0.06,99329.65,103815.17127423972
46976,58,252,1,4,1,-604.130269038142,0.32,32601.15,-238.99738903814205
46977,51,236,3,4,5,-202873.02522468075,0.17,26332.51,-202559.66835568074
46978,52,331,2,4,3,314644.6865263308,0.06,49482.46,314802.0407491308
46979,57,300,1,1,1,383894.4192925697,0.06,45779.02,383996.0487169697
46980,41,555,1,1,1,-162400.58950235826,0.14,38720.24,-161750.08947035825
46981,62,329,1,4,1,85102.7149214676,0.2,50914.17,85224.90892946761
46982,49,465,2,4,5,310848.01852073235,0.27,36998.3,311597.23409573233
46983,59,334,1,1,1,-13081.801449287388,0.19,147778.68,-13081.801449287388
46984,36,386,3,4,5,58874.18916131284,0.16,155970.81,59273.47443491284
46985,54,386,2,1,5,-89236.83072363066,0.28,55985.02,-88672.50172203066
46986,56,331,1,4,1,-230615.28657432008,0.01,27294.1,-230603.00422932007
46987,35,347,1,4,1,30094.34878966729,0.09,46932.31,30711.03934306729
46988,54,316,1,4,1,-9906.581019312123,0.24,48484.89,-9313.125965712123
46989,53,254,1,4,1,-47890.18834507068,0.33,12217.88,-47648.27432107068
46990,42,335,1,4,1,107531.52300883026,0.27,82397.39,109355.80122343026
46991,54,333,2,4,4,103273.8832536191,0.29,47680.01,103273.8832536191
46992,63,296,3,1,3,49786.41588316954,0.29,19173.78,49842.01984516954
46993,51,326,1,1,1,485311.9031327065,0.31,64831.88,486497.67821790645
46994,45,250,3,3,1,78609.49768960477,0.25,64678.69,78609.49768960477
46995,48,364,2,4,5,741801.4514330627,0.3,16336.26,742218.0260630627
46996,35,516,2,1,3,17358.167981070434,0.13,109180.05,18096.225119070434
46997,35,266,1,4,1,-101596.25156807712,0.17,63498.83,-100095.77421517712
46998,62,275,1,4,1,-167214.91585952605,0.18,80730.13,-167214.91585952605
46999,37,266,1,4,1,116370.87663212584,0.28,119949.02,118486.77734492584
47000,63,340,1,4,1,21292.534192162933,0.15,116682.75,21292.534192162933
47001,41,343,2,4,3,85007.86871298407,0.01,121624.26,85027.32859458408
47002,47,343,3,1,3,-357961.38013737544,0.27,199226.88,-357961.38013737544
47003,38,234,1,4,1,-127449.7230416612,0.0,25342.06,-127449.7230416612
47004,63,277,3,4,2,-97999.44453574164,0.05,121478.28,-97999.44453574164
47005,62,361,1,4,1,287362.3021428611,0.21,55869.74,287503.0938876611
47006,48,268,1,4,1,333939.9447266064,0.22,49824.73,334816.8599746064
47007,56,329,1,1,1,193119.1076488184,0.27,22051.74,193387.0362898184
47008,35,287,1,4,1,31668.159000541524,0.0,53573.86,31668.159000541524
47009,53,483,1,3,1,-160394.62249805653,0.21,71908.76,-159730.18555565653
47010,50,428,1,4,1,-31796.47646491278,0.12,28865.95,-31536.68291491278
47011,39,285,1,4,1,-169115.60157281611,0.21,19648.32,-168579.20243681612
47012,36,285,3,4,3,711.6785997024865,0.01,63091.75,782.3413597024864
47013,51,803,1,4,1,-287520.8041051916,0.19,152970.81,-287520.8041051916
47014,51,383,1,4,1,-212788.90074452752,0.04,46107.9,-212665.33157252753
47015,61,309,2,1,3,4305.003496415405,0.2,73317.12,4305.003496415405
47016,40,511,1,4,1,-153827.3285885288,0.12,149686.0,-153324.3836285288
47017,38,285,3,4,5,-137996.14311426706,0.13,33446.84,-137417.84725066705
47018,55,673,3,4,3,110587.48208483256,0.32,14295.62,110816.21200483256
47019,44,274,3,4,3,94189.56839189684,0.1,98515.85,94426.00643189684
47020,63,531,2,2,3,79515.53005885641,0.2,125990.36,79515.53005885641
47021,50,431,1,4,1,31228.878979606936,0.15,62254.23,31835.857722106935
47022,38,370,2,4,5,-227510.0548854663,0.2,74439.24,-226289.2513494663
47023,48,312,2,4,3,-112311.35676294744,0.08,60961.89,-112052.87834934745
47024,45,338,1,4,1,-2379.069961117711,0.08,92577.06,-1986.5432267177111
47025,58,277,1,1,1,9047.698211796176,0.35,95389.14,9047.698211796176
47026,62,361,1,4,1,649199.4167193772,0.31,23991.24,649310.9759853772
47027,52,444,2,1,5,254078.9101612409,0.13,30212.61,254334.2067157409
47028,37,444,3,1,5,141337.765314192,0.33,56021.86,143519.256542592
47029,62,640,3,1,3,208723.4838947654,0.02,274252.25,208723.4838947654
47030,35,635,1,1,1,180339.76046964395,0.31,34587.18,181948.06433964396
47031,50,255,3,3,1,27074.284310908854,0.17,88534.47,27074.284310908854
47032,39,330,1,1,1,28214.04147673757,0.22,48858.79,29557.65820173757
47033,40,604,1,1,1,-30657.969893235208,0.07,45038.18,-30273.34383603521
47034,49,541,1,4,1,-85564.18197899604,0.18,100273.5,-85058.80353899604
47035,48,541,1,2,1,-46478.34593823792,0.3,252195.17,-46478.34593823792
47036,36,333,3,4,5,72910.68829476919,0.34,33720.82,74538.72948436919
47037,52,330,2,4,5,137949.29678075152,0.32,119250.75,137949.29678075152
47038,36,330,3,4,1,-141182.97786877517,0.21,63593.88,-141182.97786877517
47039,58,630,3,1,5,-18389.05624145908,0.07,110872.91,-18389.05624145908
47040,45,362,3,4,5,-146464.61756254573,0.29,45522.71,-145276.47483154573
47041,52,325,3,4,5,95588.37019719672,0.23,177907.23,95588.37019719672
47042,37,330,1,4,1,104304.2613844575,0.15,52252.05,105354.5275894575
47043,44,301,1,4,1,80621.91846185921,0.15,5911.54,80715.02521685921
47044,37,330,1,4,1,-29750.005722092068,0.27,68050.96,-27398.16454449207
47045,39,426,1,4,1,-55677.7906188143,0.27,27848.84,-54700.2963348143
47046,45,675,3,4,5,-14565.86646205647,0.26,121947.25,-14565.86646205647
47047,44,565,1,4,1,-123682.36354638675,0.06,120468.96,-123451.06314318675
47048,58,312,2,4,2,-191310.04804114485,0.13,123286.65,-191310.04804114485
47049,59,360,1,1,1,8278.960347701233,0.25,45027.39,8582.895230201233
47050,60,336,1,1,1,26382.736171286524,0.28,36683.1,26639.517871286524
47051,56,336,1,4,1,7079.267766080691,0.33,102227.7,7079.267766080691
47052,52,346,3,4,2,-53448.79248370232,0.11,57966.76,-53168.233365302316
47053,48,336,2,1,4,65140.68053907527,0.16,27991.25,65140.68053907527
47054,60,362,1,4,1,-71316.58432928471,0.23,58663.68,-71046.73140128472
47055,46,303,1,4,1,275631.2037190904,0.04,82573.5,275835.98599909036
47056,52,325,3,4,5,-162949.45978781552,0.34,62995.35,-162178.39670381552
47057,57,630,2,1,5,204630.0459715724,0.18,54237.76,204903.4042819724
47058,63,365,3,4,5,45116.73003280874,0.08,75804.83,45116.73003280874
47059,59,365,1,4,1,392845.6637285049,0.24,35647.51,393102.3258005049
47060,48,263,3,3,3,-297096.93098767253,0.01,20198.08,-297079.7626196725
47061,42,253,3,4,5,4539.325150178572,0.05,78110.39,4761.939761678572
47062,52,349,1,4,1,6069.328212640095,0.09,69276.9,6393.544104640096
47063,56,365,1,4,1,-95587.74517612212,0.24,102882.0,-95587.74517612212
47064,56,630,2,1,5,100268.41268410024,0.21,120853.97,100268.41268410024
47065,43,325,1,4,1,183482.50986831292,0.34,28548.56,184550.22601231292
47066,63,686,3,1,5,-6078.965583678304,0.33,114357.5,-6078.965583678304
47067,57,389,1,4,1,321682.32845636946,0.35,56328.78,322313.21079236944
47068,40,333,1,1,1,95284.66981624565,0.18,37230.05,96122.34594124564
47069,61,324,2,4,5,55606.0682681361,0.28,24067.17,55740.8444201361
47070,55,324,1,4,1,-195412.39991910852,0.16,75712.06,-195024.7541719085
47071,37,347,3,4,5,101333.36732671969,0.21,20186.76,101926.85807071968
47072,61,615,2,4,3,-17129.234968174944,0.07,103646.59,-17129.234968174944
47073,43,324,1,4,1,134564.06139237623,0.16,12903.39,134791.16105637624
47074,63,252,3,4,3,-214004.9298895448,0.18,16073.81,-213975.9970315448
47075,52,312,1,4,1,-58041.5247906893,0.28,37332.73,-57362.0691046893
47076,44,302,1,4,1,133944.2511232868,0.13,74508.82,134748.20129108682
47077,35,344,1,4,1,51397.4445734832,0.18,95380.31,53148.627065083194
47078,53,310,1,4,1,71614.26782677388,0.26,132758.33,71614.26782677388
47079,48,326,3,1,5,83889.240837097,0.04,131335.36,83889.240837097
47080,52,326,2,4,5,50972.01961763205,0.3,38979.81,51661.96225463205
47081,48,331,3,4,3,-250674.3638559588,0.2,65588.56,-250044.7136799588
47082,44,283,3,4,3,-59202.04706542299,0.0,85925.44,-59202.04706542299
47083,44,283,3,4,5,88815.44977648293,0.27,26304.22,89561.17441348294
47084,60,310,1,4,1,26382.736171286524,0.11,80627.41,26453.688292086525
47085,50,310,1,4,1,159879.8164333998,0.1,102030.81,160124.6903773998
47086,38,344,1,4,1,-278841.39133739827,0.02,70647.58,-278669.0112421983
47087,37,344,1,4,1,-107886.25169615264,0.35,43022.11,-105808.28378315264
47088,43,302,3,4,1,-84861.99839502641,0.22,113589.11,-84861.99839502641
47089,49,344,1,4,1,196718.2209655802,0.32,186838.28,196718.2209655802
47090,56,344,2,1,3,422267.5348646636,0.26,83207.55,422267.5348646636
47091,47,386,2,4,5,-105209.40067564472,0.35,31576.83,-104225.78242114472
47092,37,298,2,4,3,248840.7223937481,0.12,69969.11,249613.1813681481
47093,57,392,2,4,5,34309.49251298009,0.09,72512.68,34309.49251298009
47094,40,285,3,4,4,44989.3538837622,0.22,153826.57,44989.3538837622
47095,55,645,2,1,5,283843.44113386807,0.1,123798.76,283843.44113386807
47096,52,313,3,1,2,-223401.5157845465,0.22,41468.29,-222872.3804041465
47097,37,289,3,4,5,-79439.67379467995,0.2,74166.09,-78149.18382867996
47098,39,289,2,4,5,65151.49401725806,0.17,74092.11,66121.35973715805
47099,43,360,1,4,1,444840.62581165787,0.1,82321.8,445474.5036716579
47100,52,316,3,4,1,-259850.5387802271,0.23,94358.94,-259850.5387802271
47101,51,316,1,4,1,-21074.175262946494,0.18,13320.98,-20906.330914946495
47102,36,386,1,4,1,20361.778031428028,0.13,25897.33,20849.942701928027
47103,57,404,2,3,3,220059.68512665184,0.16,47170.62,220301.19870105185
47104,36,274,1,1,1,-98546.84672584337,0.15,13903.07,-98244.45495334336
47105,53,676,1,4,1,-3522.450054650674,0.12,74659.36,-3164.085126650674
47106,38,386,3,4,5,-239654.3283724228,0.14,78068.67,-238812.7481098228
47107,50,333,2,4,5,-56326.50770175803,0.29,52403.72,-55384.288816158034
47108,45,360,3,4,3,12384.024461620178,0.19,15062.66,12670.215001620178
47109,50,253,1,1,1,41434.5643159882,0.28,23723.98,41932.7678959882
47110,35,350,3,4,3,169780.76145912672,0.23,17642.39,170389.42391412673
47111,39,350,2,4,3,24945.93611313834,0.09,84429.0,25417.04993313834
47112,60,211,1,4,1,-289452.324477922,0.11,57763.95,-289325.243787922
47113,61,329,1,4,1,265332.7873915436,0.08,41529.75,265395.9126115436
47114,53,261,1,3,1,40473.289774949146,0.33,71990.19,41518.58733374914
47115,47,360,1,4,1,3935.27192977984,0.22,55394.75,4946.780064779839
47116,52,386,1,4,1,124438.2795385717,0.05,149842.57,124438.2795385717
47117,54,316,1,4,1,-189084.9976791133,0.17,112926.95,-189084.9976791133
47118,44,557,1,1,1,-36515.67105405916,0.15,28684.1,-36063.896479059156
47119,46,248,1,3,1,73411.01649396105,0.05,13163.29,73473.54212146105
47120,44,360,2,4,5,-135709.5131378788,0.03,100695.57,-135637.0123274788
47121,60,537,2,1,5,355467.5058239208,0.34,50887.53,355813.5410279208
47122,59,252,1,4,1,18304.16856806976,0.03,50124.67,18341.76207056976
47123,53,331,2,4,5,28957.91298913408,0.05,201717.56,28957.91298913408
47124,49,326,2,4,5,64806.66072865925,0.3,65166.35,65666.85654865924
47125,48,270,1,4,1,-49957.97339425229,0.1,66785.74,-49470.437492252284
47126,35,383,1,4,1,-79760.98915187582,0.17,172956.21,-78702.49714667583
47127,42,360,2,4,4,38910.85242427673,0.24,42350.35,38910.85242427673
47128,48,562,1,1,1,90241.1869064819,0.27,146819.18,90241.1869064819
47129,50,358,1,4,1,67518.36770299377,0.06,96518.41,67680.51863179376
47130,37,433,1,4,1,49099.58099866191,0.12,56540.1,49995.17618266191
47131,43,393,3,3,5,-35090.42305289943,0.25,123387.92,-34843.64721289943
47132,61,300,1,1,1,35310.027501091026,0.28,37040.87,35517.45637309102
47133,59,329,1,4,1,46210.63579287041,0.14,116648.62,46210.63579287041
47134,41,383,1,4,1,22823.84427950328,0.17,125861.72,23679.70397550328
47135,42,358,1,4,1,44562.99611755566,0.12,70735.83,45428.80267675566
47136,43,381,2,4,4,-94188.4825942048,0.3,57539.33,-94188.4825942048
47137,40,304,2,4,5,64318.65676853508,0.33,33817.5,65680.14931853508
47138,42,384,2,4,1,-35202.2145178112,0.21,91463.75,-35202.2145178112
47139,39,386,1,4,1,-88773.44491073753,0.03,102655.77,-88551.70844753753
47140,42,386,1,4,1,47831.70507157967,0.06,66897.49,48245.13155977967
47141,58,331,1,4,1,-188029.3225622465,0.06,124841.7,-188029.3225622465
47142,41,628,1,4,1,-197332.67815601343,0.2,65640.98,-195901.70479201342
47143,60,331,1,4,1,538138.1411724394,0.05,56249.72,538194.3908924394
47144,58,331,3,4,5,-75634.6669894753,0.16,11655.42,-75569.39663747529
47145,62,567,1,1,1,22448.05573469943,0.17,39521.92,22548.83663069943
47146,58,254,2,4,5,111173.69159139696,0.3,24196.77,111427.75767639696
47147,59,254,3,4,1,229460.81205304075,0.34,79394.34,229460.81205304075
47148,48,555,2,1,5,705127.7430705414,0.22,21596.24,705531.5927585415
47149,58,486,1,2,1,82605.64017326628,0.24,204488.26,82605.64017326628
47150,53,634,2,1,3,103264.08053874226,0.32,25548.3,103754.60789874225
47151,36,367,1,4,1,-60124.4893971988,0.35,110814.78,-57138.0310761988
47152,59,371,2,4,5,47098.86739937589,0.13,42721.88,47232.159664975894
47153,50,386,1,4,1,-109023.65002147334,0.13,27376.18,-108756.73226647334
47154,50,361,1,4,1,-155149.29480761412,0.04,35571.9,-155042.57910761412
47155,43,274,1,4,1,94909.89602083454,0.15,87010.32,95849.60747683454
47156,55,601,1,1,1,-204979.3772763608,0.21,52691.27,-204492.50994156083
47157,60,359,1,4,1,824160.4797729996,0.2,143581.49,824160.4797729996
47158,59,265,1,1,1,12640.485760788126,0.05,52646.5,12703.661560788127
47159,38,266,1,4,1,45729.44505301522,0.26,39679.54,47122.19690701522
47160,51,605,3,1,5,81875.02347898726,0.28,83584.85,82155.86857498727
47161,43,726,2,1,4,519071.7883934359,0.18,32749.46,519071.7883934359
47162,57,597,1,1,1,-117227.34587475617,0.06,23452.7,-117171.05939475617
47163,57,371,2,4,1,7601.599662456655,0.21,29916.29,7601.599662456655
47164,49,335,1,4,1,62731.58345526377,0.31,36882.89,63646.27912726377
47165,52,357,1,4,1,-186971.3820096837,0.19,15191.84,-186783.7627856837
47166,62,359,1,4,1,-10107.846305987889,0.34,166181.14,-10107.846305987889
47167,48,279,3,4,5,-94601.9352264201,0.06,16510.5,-94517.7316764201
47168,43,300,1,4,1,-27935.53743167977,0.18,42792.94,-27095.93994887977
47169,57,383,1,4,1,146824.66685462848,0.26,73679.45,147361.05325062847
47170,42,307,3,3,3,31354.90437057009,0.07,64573.22,31702.95402637009
47171,61,307,2,4,3,43804.16773398629,0.14,31867.58,43888.93549678629
47172,44,307,2,4,3,153276.44657173133,0.32,66850.33,154602.75711893133
47173,41,307,3,3,5,117930.30803090872,0.25,65375.86,119270.51316090873
47174,56,361,3,4,3,56241.35828844189,0.02,111655.66,56241.35828844189
47175,56,361,3,4,5,-17734.482993926864,0.05,70570.49,-17706.254797926864
47176,55,361,3,4,3,-110846.2956062648,0.18,152031.44,-110846.2956062648
47177,41,400,2,4,3,6400.683737310237,0.24,43604.24,7562.300690910238
47178,42,751,2,4,3,-45248.24799946832,0.24,66446.54,-44084.10461866832
47179,42,274,3,4,3,-158967.38369430002,0.11,3420.8,-158924.11057430002
47180,43,213,3,3,4,-304615.8446228174,0.32,22538.39,-304615.8446228174
47181,42,400,2,4,3,370340.2975184423,0.07,48545.92,370693.7118160423
47182,37,370,2,4,5,202476.4701804382,0.21,33340.7,203442.68366643818
47183,56,370,2,4,5,58905.89188218013,0.32,87798.57,58905.89188218013
47184,63,606,3,1,2,-19851.525100317973,0.21,43306.02,-19778.770986717973
47185,35,197,1,1,1,15086.16252959706,0.2,70248.19,17010.96293559706
47186,56,630,2,1,3,675626.2670959785,0.3,65324.57,675939.8250319785
47187,55,339,3,4,5,-128282.17567207653,0.09,59196.79,-128132.99976127653
47188,42,303,1,4,1,-110443.50270273491,0.29,30876.58,-109413.76875973491
47189,51,328,2,4,5,43513.78187815812,0.27,135707.66,43513.78187815812
47190,46,386,3,4,4,86465.72115437959,0.28,62596.03,86465.72115437959
47191,40,424,2,4,5,54290.4688769395,0.12,37670.86,54832.9292609395
47192,63,653,2,1,5,128254.87872435935,0.19,83843.19,128254.87872435935
47193,45,360,1,4,1,86023.6564684959,0.02,28525.99,86080.7084484959
47194,62,362,1,4,1,177513.65229326035,0.17,69908.51,177656.26565366035
47195,40,301,1,4,1,337656.9592417747,0.05,24478.76,337809.9514917747
47196,50,321,1,1,1,-84595.32833401054,0.04,31693.31,-84500.24840401053
47197,56,602,1,1,1,38259.43037152872,0.03,36347.94,38308.500090528716
47198,38,330,3,4,3,-75932.64535345555,0.14,18159.28,-75589.43496145555
47199,49,494,3,3,3,106207.47603120837,0.31,109592.16,106207.47603120837
47200,56,494,2,3,3,20275.30896786957,0.18,66435.47,20418.809583069567
47201,49,360,3,4,5,88831.65684882323,0.27,20052.65,89264.79408882323
47202,60,630,1,1,1,234235.4290712764,0.08,37361.02,234310.15111127638
47203,56,362,1,4,1,39993.40541406944,0.02,98740.95,40001.30469006944
47204,48,360,1,4,1,39655.27676941297,0.34,99493.28,40873.07451661297
47205,54,346,1,4,1,-97433.29406321858,0.01,49552.25,-97408.51793821857
47206,54,346,1,4,1,-89119.2327416607,0.14,140312.27,-89119.2327416607
47207,46,388,1,4,1,30649.60345813817,0.1,24272.96,30880.19657813817
47208,47,273,2,3,5,47390.21666553648,0.07,31888.27,47588.88058763648
47209,60,339,3,4,3,-108883.84351182682,0.32,43572.25,-108604.98111182683
47210,53,655,3,4,5,195861.33254227543,0.29,31870.43,196406.63559957544
47211,42,732,2,1,5,457294.2478441976,0.11,40600.05,457776.57643819763
47212,56,610,1,4,1,27267.81743553893,0.0,103460.06,27267.81743553893
47213,52,325,1,4,1,70318.01789236459,0.33,106667.71,70740.42202396458
47214,42,455,3,3,4,5672.114153513652,0.27,117231.0,5672.114153513652
47215,46,303,1,4,1,303918.5085919308,0.17,59922.83,304794.5803665308
47216,57,339,3,4,3,39759.37525635801,0.01,66581.83,39764.70180275801
47217,61,324,2,4,3,592938.9658490217,0.07,165238.95,592938.9658490217
47218,63,365,1,4,1,-38544.64027556281,0.01,370758.27,-38544.64027556281
47219,56,284,1,4,1,30259.18949275424,0.32,67463.06,31036.363943954242
47220,47,284,3,4,1,186155.6765609387,0.08,97444.34,186155.6765609387
47221,50,312,1,4,1,7603.532290185905,0.04,56149.7,7754.013486185905
47222,43,254,1,4,1,-117931.1350475007,0.27,29217.84,-117063.36519950071
47223,48,588,1,1,1,57797.35133325042,0.29,10753.44,58062.42362925042
47224,36,347,1,4,1,-117906.02742433506,0.11,39982.92,-117268.29985033505
47225,43,305,1,4,1,86021.1987618053,0.27,24439.85,86747.0623068053
47226,55,252,3,4,3,-21294.676981244385,0.18,48904.58,-20942.564005244385
47227,35,628,3,3,5,55169.96086324099,0.2,104067.55,56356.330933240984
47228,57,363,1,4,1,21388.495064495302,0.15,41590.15,21631.797441995303
47229,51,284,1,4,1,-84077.24149513018,0.04,83453.87,-83943.71530313017
47230,51,284,1,4,1,252646.622294274,0.09,110900.36,252766.394683074
47231,40,651,2,4,5,148850.87808100026,0.0,85683.5,148850.87808100026
47232,36,530,1,4,1,121887.51064381906,0.0,144452.52,121887.51064381906
47233,54,283,1,4,1,40187.293881739184,0.25,66259.01,40916.14299173919
47234,47,282,1,4,1,75690.78057327101,0.07,3301.01,75711.57693627101
47235,44,302,1,4,1,66745.01735018495,0.06,111436.86,67012.46581418495
47236,62,252,1,1,1,11962.928217564791,0.09,84821.38,11962.928217564791
47237,40,283,3,4,3,-126511.56789792514,0.24,216905.07,-126511.56789792514
47238,47,331,1,4,1,-634.0149791277545,0.02,34890.95,-571.2112691277545
47239,45,253,1,3,1,-200875.704372253,0.09,38735.89,-200527.081362253
47240,52,301,2,4,3,92850.64874395196,0.08,45889.03,93052.56047595195
47241,47,275,3,4,3,91020.70363393966,0.03,45543.73,91130.00858593966
47242,53,339,2,1,1,136649.91886204662,0.19,24194.61,136649.91886204662
47243,54,632,2,1,5,119513.67988599052,0.01,49983.39,119535.67257759052
47244,36,516,2,1,1,547639.3359197141,0.12,19224.51,547639.3359197141
47245,35,516,2,1,5,215015.0053763285,0.26,92479.84,216746.2279811285
47246,36,322,3,4,2,191288.4670614312,0.09,70713.87,191905.7991465312
47247,56,322,3,4,2,-165404.2389098062,0.35,11052.37,-165230.1640823062
47248,58,252,3,4,2,-170836.76874092777,0.31,79805.95,-170836.76874092777
47249,50,282,1,4,1,9542.181003201227,0.28,83070.15,10565.605251201228
47250,61,322,1,4,1,20888.56435762901,0.09,59502.23,20974.24756882901
47251,60,325,2,4,5,4753.428610928353,0.27,63257.29,4821.746484128353
47252,51,331,2,4,5,53680.33070199541,0.04,24627.93,53749.28890599541
47253,40,283,1,4,1,-15960.101794143196,0.22,76334.37,-14247.158531343197
47254,58,322,1,4,1,-17145.06318400981,0.24,55430.19,-16772.57230720981
47255,50,310,1,4,1,202989.15589745835,0.03,35244.16,203068.45525745835
47256,59,316,1,1,1,4929.035276341214,0.13,20127.56,5007.532760341214
47257,58,316,1,1,1,-149838.33700806764,0.15,17937.96,-149744.16271806764
47258,61,551,1,1,1,-29352.245998527727,0.06,185448.58,-29352.245998527727
47259,46,534,1,4,1,-192732.90549882755,0.17,72713.38,-191781.08735462755
47260,59,392,2,4,5,275485.9663566793,0.23,125539.87,275485.9663566793
47261,62,555,1,1,1,334683.1618436992,0.12,56489.95,334764.5073716992
47262,62,312,1,4,1,422570.0394565242,0.16,105702.67,422570.0394565242
47263,55,254,1,4,1,48514.99311489484,0.18,165679.01,48514.99311489484
47264,54,339,2,1,5,135774.41065814334,0.12,53991.88,136033.57168214335
47265,61,254,3,4,4,-145281.4345467007,0.18,79848.8,-145281.4345467007
47266,57,223,3,4,3,48374.706968396895,0.06,17571.24,48416.877944396896
47267,53,541,2,3,3,55102.63218142466,0.32,123972.28,55102.63218142466
47268,43,265,1,3,1,42872.068937018856,0.04,29696.14,43002.731953018854
47269,41,522,1,4,1,83072.1632401697,0.33,22718.39,83971.8114841697
47270,54,280,3,1,3,-204551.6661697776,0.34,14933.31,-204272.4132727776
47271,60,538,2,3,5,234.4867194995449,0.05,77328.33,234.4867194995449
47272,60,521,1,4,1,84414.9358192556,0.09,36846.32,84497.84003925559
47273,47,264,1,3,1,-124070.0378797297,0.34,118861.91,-123100.1246941297
47274,38,262,2,3,3,-106975.59314660772,0.15,76368.87,-106093.53269810772
47275,46,260,2,3,5,20279.960963111527,0.15,193330.56,20279.960963111527
47276,58,458,1,3,1,-227023.45483674103,0.27,91870.33,-226924.23488034104
47277,35,350,3,3,5,13596.00755459744,0.26,55613.57,15446.82716419744
47278,41,238,1,3,1,11161.115338645592,0.16,127358.82,11976.211786645592
47279,54,505,1,3,1,-80749.73475483061,0.26,89076.0,-80286.53955483061
